term,grade,sub_grade,home_ownership,verification_status,loan_status,earliest_cr_line,new_delinq_2yrs,new_inq_last_6mths,new_pub_rec
36 months,A,A5,RENT,Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,JUL2003,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Verified,Fully Paid,FEB1995,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Charged Off,JUL1992,Not Delinquent,No Inquiries,good
36 months,D,D4,RENT,Not Verified,Charged Off,AUG1989,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Charged Off,DEC1996,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,DEC1988,Not Delinquent,Low,moderate
36 months,D,D4,RENT,Not Verified,Charged Off,NOV1983,Delinquent,Low,good
36 months,A,A2,MORTGAGE,Verified,Fully Paid,OCT1997,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Source Verified,Fully Paid,NOV1992,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC1995,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Charged Off,JUN1999,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,MAY2000,Not Delinquent,No Inquiries,moderate
36 months,A,A4,OWN,Not Verified,Fully Paid,SEP2002,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Charged Off,JUN1999,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,DEC2002,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Charged Off,MAR2001,Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,JAN1993,Not Delinquent,Low,good
36 months,C,C1,RENT,Source Verified,Fully Paid,FEB2000,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Verified,Fully Paid,FEB1991,Not Delinquent,Low,good
36 months,B,B2,RENT,Verified,Fully Paid,APR2004,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,JUL1993,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Verified,Fully Paid,JUL1990,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Not Verified,Charged Off,DEC1995,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Verified,Fully Paid,JUL1999,Not Delinquent,Low,good
36 months,D,D1,MORTGAGE,Verified,Fully Paid,MAY1993,Not Delinquent,Low,moderate
36 months,A,A4,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,JAN1988,Not Delinquent,No Inquiries,good
36 months,D,D3,MORTGAGE,Verified,Fully Paid,DEC2000,Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,NOV1998,Delinquent,Low,good
36 months,D,D2,MORTGAGE,Verified,Fully Paid,APR1988,Not Delinquent,No Inquiries,good
36 months,B,B2,OWN,Not Verified,Fully Paid,APR1998,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JUN1994,Not Delinquent,No Inquiries,good
36 months,C,C3,OWN,Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,SEP1997,Not Delinquent,No Inquiries,good
36 months,E,E3,RENT,Verified,Fully Paid,NOV1997,Delinquent,Low,good
36 months,B,B3,OTHER,Source Verified,Charged Off,NOV1997,Not Delinquent,Low,good
36 months,D,D4,MORTGAGE,Not Verified,Fully Paid,SEP1998,Not Delinquent,No Inquiries,moderate
36 months,A,A3,RENT,Source Verified,Fully Paid,SEP2003,Not Delinquent,Low,good
36 months,B,B1,RENT,Verified,Fully Paid,APR2002,Not Delinquent,No Inquiries,good
36 months,D,D1,MORTGAGE,Not Verified,Fully Paid,SEP1992,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,JUL1990,Not Delinquent,Low,good
36 months,A,A3,RENT,Not Verified,Fully Paid,MAY1986,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL2000,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JUL1991,Not Delinquent,Low,good
36 months,D,D5,RENT,Not Verified,Fully Paid,MAR2002,Not Delinquent,Low,good
36 months,A,A3,OTHER,Not Verified,Fully Paid,OCT2003,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Charged Off,FEB1997,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,FEB1985,Not Delinquent,Low,moderate
36 months,B,B5,OWN,Not Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
36 months,A,A3,RENT,Not Verified,Charged Off,JUN2002,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,SEP1998,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,APR1995,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,MAR2000,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,AUG1993,Not Delinquent,No Inquiries,good
36 months,F,F4,MORTGAGE,Verified,Charged Off,MAR1994,Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,JUL2001,Delinquent,No Inquiries,good
36 months,C,C3,RENT,Verified,Fully Paid,DEC2002,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Not Verified,Fully Paid,MAY1998,Not Delinquent,Low,good
36 months,D,D3,RENT,Not Verified,Fully Paid,APR1996,Not Delinquent,Low,good
36 months,B,B1,OWN,Source Verified,Fully Paid,FEB1991,Not Delinquent,No Inquiries,moderate
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,APR1989,Not Delinquent,No Inquiries,moderate
36 months,A,A4,RENT,Source Verified,Fully Paid,MAY1999,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,MAR1994,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,DEC1993,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Source Verified,Fully Paid,APR1993,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Charged Off,OCT1997,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,SEP2003,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,NOV1994,Not Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,AUG1993,Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,APR1998,Not Delinquent,Low,good
36 months,B,B4,RENT,Verified,Fully Paid,NOV1988,Not Delinquent,No Inquiries,moderate
36 months,C,C4,RENT,Not Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAR1986,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,DEC1994,Delinquent,Low,good
36 months,A,A4,OWN,Not Verified,Fully Paid,JUN1985,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Not Verified,Fully Paid,JAN1998,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,MAY1988,Not Delinquent,No Inquiries,moderate
36 months,C,C5,RENT,Not Verified,Fully Paid,JUL2001,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,AUG1993,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,SEP1989,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,AUG1999,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,FEB1986,Not Delinquent,No Inquiries,good
36 months,C,C4,MORTGAGE,Not Verified,Fully Paid,JUL1990,Not Delinquent,Low,moderate
36 months,B,B3,RENT,Not Verified,Charged Off,JUL1997,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Not Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,JUL1996,Not Delinquent,Low,good
36 months,A,A4,OWN,Not Verified,Fully Paid,MAY1997,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,APR1981,Not Delinquent,High,good
36 months,A,A4,RENT,Not Verified,Fully Paid,SEP1997,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,JUL1993,Not Delinquent,Low,moderate
36 months,C,C5,MORTGAGE,Source Verified,Fully Paid,JUN1999,Not Delinquent,Low,good
36 months,D,D2,RENT,Verified,Charged Off,NOV2005,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,MAR1980,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,NOV1991,Not Delinquent,No Inquiries,moderate
36 months,D,D4,RENT,Source Verified,Fully Paid,JUL1999,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Fully Paid,AUG1990,Not Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,NOV1997,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,AUG1976,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Not Verified,Fully Paid,APR1999,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,SEP1983,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Verified,Fully Paid,JAN2001,Not Delinquent,No Inquiries,moderate
36 months,B,B1,RENT,Not Verified,Fully Paid,APR2002,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Not Verified,Charged Off,APR1996,Not Delinquent,Low,moderate
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,SEP1997,Not Delinquent,Low,good
36 months,D,D2,RENT,Verified,Fully Paid,MAY2002,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Source Verified,Fully Paid,JUN1991,Not Delinquent,High,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,MAR2000,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL2001,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Verified,Fully Paid,JUL1998,Delinquent,Low,good
36 months,B,B5,OWN,Not Verified,Fully Paid,JUN2004,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,SEP1996,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,NOV2005,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,DEC1994,Not Delinquent,High,good
36 months,D,D3,OWN,Verified,Fully Paid,JAN1997,Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,JAN1994,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Verified,Fully Paid,MAR1989,Not Delinquent,Low,good
36 months,C,C4,OWN,Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
36 months,D,D3,MORTGAGE,Not Verified,Charged Off,DEC1995,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,FEB2000,Delinquent,Low,good
36 months,A,A5,OWN,Not Verified,Fully Paid,SEP1990,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,MAY1983,Not Delinquent,Low,moderate
36 months,A,A5,RENT,Not Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Source Verified,Fully Paid,OCT1999,Not Delinquent,High,good
36 months,B,B2,MORTGAGE,Source Verified,Charged Off,DEC1998,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Charged Off,JUN2000,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Charged Off,AUG2004,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC2001,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,NOV1987,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,FEB1995,Delinquent,Low,good
36 months,D,D4,OWN,Verified,Fully Paid,APR1999,Not Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Fully Paid,JAN1996,Not Delinquent,Low,good
36 months,E,E2,RENT,Not Verified,Fully Paid,SEP2001,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Charged Off,NOV1992,Not Delinquent,High,good
36 months,A,A3,OTHER,Verified,Fully Paid,JUL1994,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAR1986,Delinquent,No Inquiries,moderate
36 months,D,D1,MORTGAGE,Not Verified,Charged Off,SEP1999,Not Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Verified,Charged Off,SEP1983,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Charged Off,MAY1998,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Verified,Charged Off,JUN1988,Not Delinquent,Low,good
36 months,E,E1,MORTGAGE,Not Verified,Charged Off,OCT2002,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,NOV1993,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,AUG2000,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,JUL1998,Not Delinquent,Low,moderate
36 months,B,B5,RENT,Not Verified,Fully Paid,OCT2005,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Verified,Fully Paid,APR2000,Not Delinquent,Low,good
36 months,C,C1,OWN,Not Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
36 months,D,D4,RENT,Verified,Fully Paid,DEC2004,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,MAR2004,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,FEB1992,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Verified,Fully Paid,AUG1982,Not Delinquent,Low,moderate
36 months,D,D4,MORTGAGE,Verified,Fully Paid,NOV1996,Not Delinquent,Low,good
36 months,E,E5,MORTGAGE,Verified,Fully Paid,SEP1995,Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,SEP2002,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,SEP1988,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,OCT2005,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Source Verified,Fully Paid,MAY1991,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Verified,Fully Paid,AUG2000,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,APR2005,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,FEB1988,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,SEP1997,Not Delinquent,Low,good
36 months,C,C5,RENT,Not Verified,Fully Paid,NOV1999,Delinquent,Low,good
36 months,C,C3,MORTGAGE,Source Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,NOV1999,Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,JAN2001,Not Delinquent,Low,good
36 months,E,E1,RENT,Not Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
36 months,D,D2,RENT,Not Verified,Charged Off,APR1989,Not Delinquent,Low,good
36 months,B,B1,RENT,Source Verified,Fully Paid,SEP2001,Not Delinquent,No Inquiries,good
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,SEP1995,Not Delinquent,Low,good
36 months,B,B3,RENT,Verified,Fully Paid,JAN1996,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,MAR1992,Not Delinquent,No Inquiries,good
36 months,C,C3,MORTGAGE,Not Verified,Fully Paid,AUG1984,Not Delinquent,Low,moderate
36 months,C,C5,RENT,Not Verified,Charged Off,SEP1988,Not Delinquent,Low,moderate
36 months,B,B3,MORTGAGE,Verified,Fully Paid,MAR1985,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Not Verified,Charged Off,SEP2001,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,SEP1986,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Not Verified,Fully Paid,JUN1997,Not Delinquent,Low,good
36 months,A,A4,OTHER,Not Verified,Fully Paid,OCT1999,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,JAN1994,Not Delinquent,Low,good
36 months,A,A5,RENT,Not Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Verified,Fully Paid,JAN1996,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAR1998,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,SEP2002,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,OCT1991,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,SEP2002,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,MAR1995,Delinquent,No Inquiries,good
36 months,E,E2,RENT,Verified,Fully Paid,JUL2005,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,SEP1988,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Verified,Charged Off,FEB1999,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,FEB1993,Not Delinquent,No Inquiries,good
36 months,D,D2,OTHER,Verified,Fully Paid,DEC1988,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JUN1991,Not Delinquent,Low,good
36 months,D,D4,RENT,Not Verified,Fully Paid,AUG1996,Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,OCT1991,Not Delinquent,Low,moderate
36 months,D,D1,RENT,Verified,Fully Paid,JAN2003,Not Delinquent,Low,moderate
36 months,B,B4,OWN,Not Verified,Charged Off,JUN1990,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,OCT1996,Not Delinquent,Low,good
36 months,A,A3,RENT,Not Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
36 months,C,C4,MORTGAGE,Verified,Fully Paid,AUG1984,Not Delinquent,Low,moderate
36 months,D,D1,RENT,Not Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,JUL1999,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,APR1990,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Not Verified,Charged Off,AUG1996,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Not Verified,Fully Paid,JUL2005,Not Delinquent,Low,good
36 months,A,A4,OWN,Not Verified,Fully Paid,OCT1998,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Verified,Fully Paid,OCT2000,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Verified,Charged Off,SEP1985,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Verified,Fully Paid,JAN1990,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,DEC1996,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,DEC1968,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,AUG1997,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,DEC1986,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Verified,Charged Off,JAN1999,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,SEP1978,Not Delinquent,Low,good
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,NOV1976,Delinquent,No Inquiries,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,DEC1996,Delinquent,Low,good
36 months,F,F4,MORTGAGE,Verified,Charged Off,JUN1996,Delinquent,Low,good
36 months,D,D4,RENT,Not Verified,Fully Paid,SEP1995,Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Not Verified,Fully Paid,APR1999,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,OCT1989,Not Delinquent,No Inquiries,good
36 months,D,D1,RENT,Not Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,JUN1994,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Not Verified,Fully Paid,MAR1998,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Not Verified,Fully Paid,APR1998,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Verified,Fully Paid,JUN2003,Not Delinquent,Low,good
36 months,B,B5,RENT,Verified,Charged Off,SEP2003,Not Delinquent,No Inquiries,good
36 months,F,F3,RENT,Not Verified,Charged Off,FEB1997,Not Delinquent,Low,good
36 months,E,E2,MORTGAGE,Verified,Fully Paid,APR1995,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Verified,Charged Off,MAY2001,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,DEC2003,Not Delinquent,Low,good
36 months,A,A3,OWN,Verified,Fully Paid,NOV1996,Not Delinquent,Low,good
36 months,C,C4,MORTGAGE,Verified,Fully Paid,MAY1998,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,JUN1999,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Not Verified,Fully Paid,MAY2002,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,DEC1988,Not Delinquent,High,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,JUL1996,Not Delinquent,No Inquiries,moderate
36 months,B,B5,RENT,Verified,Fully Paid,AUG1992,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,FEB2004,Not Delinquent,No Inquiries,good
36 months,C,C4,OWN,Not Verified,Fully Paid,MAR1982,Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Charged Off,MAY1999,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Source Verified,Fully Paid,JAN2002,Not Delinquent,Low,good
36 months,E,E4,MORTGAGE,Not Verified,Fully Paid,MAY1995,Not Delinquent,No Inquiries,good
36 months,B,B3,OTHER,Verified,Fully Paid,JUL1996,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Verified,Fully Paid,JUN1993,Not Delinquent,Low,good
36 months,E,E3,OTHER,Not Verified,Fully Paid,MAY1992,Delinquent,Low,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,JUN1986,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,DEC1998,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,OCT1998,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,C,C5,RENT,Not Verified,Fully Paid,APR1996,Delinquent,No Inquiries,good
36 months,D,D2,RENT,Not Verified,Fully Paid,MAY2000,Delinquent,No Inquiries,good
36 months,C,C4,MORTGAGE,Not Verified,Fully Paid,SEP1995,Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,FEB1990,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Source Verified,Fully Paid,SEP1997,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
36 months,C,C4,OWN,Not Verified,Fully Paid,JUL2001,Delinquent,Low,good
36 months,A,A4,RENT,Not Verified,Fully Paid,NOV1993,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Charged Off,SEP1986,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Verified,Fully Paid,JUN1992,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Charged Off,DEC2000,Delinquent,Low,moderate
36 months,B,B2,MORTGAGE,Verified,Fully Paid,AUG1997,Not Delinquent,Low,good
36 months,D,D4,RENT,Verified,Charged Off,SEP1996,Not Delinquent,Low,good
36 months,C,C5,RENT,Verified,Fully Paid,DEC1999,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Source Verified,Charged Off,MAY2004,Not Delinquent,Low,good
36 months,A,A2,OTHER,Not Verified,Fully Paid,APR1995,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,NOV1999,Not Delinquent,Low,good
36 months,C,C2,OWN,Not Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Source Verified,Fully Paid,NOV1984,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,DEC1996,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,OCT2005,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,MAR1985,Not Delinquent,High,good
36 months,A,A5,RENT,Not Verified,Fully Paid,JUL1996,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,NOV1988,Not Delinquent,Low,good
36 months,C,C2,OWN,Verified,Fully Paid,MAR2004,Not Delinquent,Low,good
36 months,C,C2,RENT,Source Verified,Fully Paid,OCT2000,Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,AUG1998,Delinquent,No Inquiries,good
36 months,E,E3,RENT,Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,APR1992,Not Delinquent,Low,good
36 months,A,A3,OWN,Not Verified,Fully Paid,AUG1994,Not Delinquent,Low,good
36 months,C,C1,RENT,Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,E,E2,MORTGAGE,Not Verified,Fully Paid,MAY2005,Not Delinquent,Low,good
36 months,C,C4,RENT,Not Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
36 months,D,D2,MORTGAGE,Not Verified,Fully Paid,AUG1985,Not Delinquent,Low,moderate
36 months,C,C4,MORTGAGE,Verified,Fully Paid,FEB1994,Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,MAR2000,Delinquent,Low,good
